Group,ADM,,,ARO,,,AUS,,,IND,,,JAP,,
gene-LOC4323942,0.001979993888973,NA,NA,0.000304847498627,NA,NA,0.001743771266775,NA,NA,0.002205393570287,0.001786985695039,1.23414170376915,0.00060867467265,NA,NA
gene-LOC4323945,0.001505916024092,0.008368278445181,0.179955295937774,3.2974280061552E-05,NA,0.164761486040889,0.001364374892245,0.007724050253538,0.176639825928067,0.000957713655038,0.005740579343594,0.166832230288256,0.001029851643477,0.002917233625169,0.353023369328898
gene-LOC4323946,2.37049211416291E-05,0.003228226376569,0.007343016993382,4.68585919834162E-05,NA,NA,0,NA,0,0,0.002669322322887,0,0.000410935601422,0.001985579907844,0.206959991787875
gene-LOC4323950,0.00024585910052,0.003228397044651,0.076155162181077,0.000130670395129,0.002243709013268,0.058238565854967,0.000280034144252,0.002175941012158,0.128695650611555,0.00028003552095,0.00248082564089,0.11287996880329,0.000170615685555,0.003372436432807,0.050591223572131
gene-LOC4323951,0.000788696159987,0.004480310654969,0.176036043195458,0.000290745807047,0.002966725078957,0.098002275003414,0.000388893930528,0.004137691980192,0.093988129708573,0.001341827805143,0.003752941293276,0.357540313126403,0.000543870698368,0.004314782788828,0.126048221888778
gene-LOC4323952,0.002184051725887,0.009888557846316,0.220866557068342,0.000487225677656,0.003746556452421,0.13004626617642,0.001310966201485,0.007131833654253,0.183818953867998,0.00332991457576,0.012281377545645,0.271135266657532,0.001017738576251,0.005137226798899,0.198110501266856
gene-LOC4323962,0.004817553888722,0.010366271634629,0.464733518329687,0.000992936191401,NA,NA,0.006101157126535,0.010095245138076,0.604359482418499,0.007369168839635,0.01176411695862,0.626410708560233,0.001933187384195,0.002314429470402,0.835275997353747
gene-LOC4323963,0.000848174916218,0.002970299043092,0.285552028234487,0,NA,0,0.000737884204886,0.006515443688435,0.113251566611743,0.000545865386077,0.00684395372456,0.079758778046407,0.000266450052642,NA,0.443557722318138
gene-LOC4323964,0.000599726895404,0.001227660317697,0.488512080058754,0,NA,NA,0,NA,NA,0.001022329867467,0.003516286543038,0.290741341740461,0,NA,NA
gene-LOC4323965,0,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,0,NA,NA
gene-LOC4323966,0.001134958741915,0.005032617417245,0.225520568685835,4.78058298800943E-05,NA,NA,0.000964157267214,0.003362166834234,0.28676663436121,0.001555900522375,0.004558585585047,0.341312122663346,0.000428673530176,0.001916417407011,0.223684844756356
gene-LOC4323970,0.002477423173077,0.01318926859879,0.187836281786278,5.38693936550833E-05,NA,0.126196237222853,0.001884450803721,0.010924668371153,0.172495012177844,0.001974671954653,0.017342828476344,0.113861009312674,0.000954613199539,0.004827963495394,0.197725852825892
gene-LOC4323972,0.002805506774109,0.003747869870561,0.748560347878088,9.07761359624791E-05,NA,NA,0.00269444075954,0.001974714399216,1.3644711157267,0.003263881092583,0.005895850903484,0.553589489628098,0.000775052916369,NA,0.905428803456782
gene-LOC4323973,0.001305988366232,0.003242875935428,0.402725356207476,0,0.001204483354709,0,0.0008892003952,0.003119946467406,0.285005016749325,0.000965216526652,0.001587070360119,0.608175006544326,0.001142110034035,NA,1.23086278742336
gene-LOC4323974,0.001028953325256,0.003529326825402,0.291543791821694,3.1222103167569E-05,NA,0.294013341845136,0.000766328165022,0.004977600127865,0.15395534903104,0.001327846352431,0.003735610720022,0.355456296694378,0.000486603426681,0.003130741372098,0.155427538990514
gene-LOC4323975,0.000280679354107,0.00262411219609,0.106961643837305,1.65105956747742E-05,NA,0.14292259557571,0.000705291739487,0.002946024774255,0.239404551397835,0.000893315461452,0.00401250496991,0.222632861055827,0.000109300563645,0.00137691567598,0.079380724289614
gene-LOC4323976,0.001200823824637,0.002459740193801,0.488191325109459,0,NA,NA,0.001241558509505,0.004618775592133,0.26880684820874,0.000973810194164,0.005248817986773,0.185529427124069,0.000287291143937,0.00149949493676,0.191591939988848
gene-LOC4323979,0.015920600020154,0.047920559132044,0.332229012109077,0.012387069963085,0.037090909465425,0.333965118181645,0.0109682749098,0.031586193849741,0.347249021581292,0.020839687920005,0.06210650912322,0.335547565210252,0.01155294438666,0.031584848406005,0.365774887951144
gene-LOC4323982,0.002563982395864,0.005930246740351,0.432356781787469,0.000225829299838,NA,0.811508674653704,0.002879007150142,0.002476609796368,1.16247910929077,0.002093254426565,0.004181225958179,0.500631739949497,0.001470132950979,0.001833478270218,0.801827310887438
gene-LOC4323983,0.000516341249729,0.004641563763479,0.111242950876165,0.000572726381708,NA,1.13764124621356,0.001405059962299,0.003143963157721,0.446907260617488,0.000724262264604,0.002026854069128,0.357333206980961,8.804984934497E-05,0.001721081222052,0.051159613048353
gene-LOC4323985,0.000360789258785,0.002587271521988,0.1394477756658,0,NA,0,5.92248117539992E-05,0.002870075279683,0.020635281650363,0.000397578039642,0.002108307198747,0.188576901828354,0,0.001697683571673,0
gene-LOC4323988,0,NA,0,6.24206737271384E-05,NA,NA,0,0.001361099768613,0,0,NA,0,0.000187258124922,NA,0.208955099662935
gene-LOC4323989,0.000104917727016,NA,0.300979814995075,0,NA,NA,0.000537822337436,NA,NA,0.000102265158504,NA,NA,6.9059367150584E-05,NA,0.198108304565976
gene-LOC4323990,0.000463827495856,NA,0.625212510883144,7.61886135760987E-05,NA,0.506722783201157,0.000432210172343,NA,0.457047187162941,0.000326258156454,NA,0.347368439345264,0.000268729859427,0.001048467685496,0.256307240695015
gene-LOC4323991,0.001183551367877,0.005145721557677,0.230006881369477,0,NA,NA,0.00097589806216,0.003306287677702,0.295164292188284,0.002040876701517,NA,NA,6.34779572793347E-05,0.00381052472086,0.016658586921597
gene-LOC4323992,0.000414314723603,0.003088500072728,0.134147551836359,9.22734091872023E-06,NA,0.012290738970331,0.000520674832901,0.002263451603608,0.230035770179965,0.000619729247048,0.002393535720746,0.25891790194591,0.000240842315045,0.002140416780744,0.112521223535266
gene-LOC4323993,0.000181407723938,0.001707760231672,0.106225523099433,0,NA,0,0,0.002394619066321,0,0.000192710545192,0.001583411338675,0.121705927250487,0.000248415972314,0.002306684978726,0.107693930729796
gene-LOC4323994,0.001680111061128,0.006942990641825,0.241986652121726,1.59320022145483E-05,NA,0.173923693675393,0.001610640656847,0.0080858398971,0.19919274649808,0.001061022357391,0.004660460719389,0.22766469267235,0.000862976193601,0.00530847298647,0.162565806739706
gene-LOC4323995,0.001045185101848,NA,15.5817936958673,1.9757574560147E-05,NA,NA,0.001416513294409,NA,NA,0.000960159187841,NA,NA,0.000372126740166,NA,NA
gene-LOC4324001,0.001664176832794,0.013709434179964,0.121389169746063,0.000343808502461,0.001145280525327,0.300195886385895,0.001519861413188,0.016139472795805,0.094170449829224,0.001319930723396,0.012509107108762,0.105517581064754,0.001148571340902,0.008753738382169,0.131209237785927
gene-LOC4324003,0.004877402253148,0.006699077304362,0.728070752366493,0.001392347350802,NA,1.91534547982083,0.004998029025084,0.006296429802348,0.793787778467664,0.005222439966791,0.007219028820484,0.723426945182993,0.002877418998105,0.00342731256955,0.839555465022232
gene-LOC4324004,0.008235740944414,0.002251211186431,NA,0.004320868842745,NA,NA,0.001653311109852,NA,NA,0.006489986773059,NA,12.4010126427386,0.005933866236645,0.003484405837604,1.70297792886423
gene-LOC4324005,0.000418689178891,0.00160167749655,0.261406668816237,0.000186644663715,0.001081454173015,0.172586752515378,0.000188628678156,0.001058898751376,0.178136651790993,0.000349048352929,0.001667102111341,0.209374309200986,0.0003296008193,NA,0.373768759763335
gene-LOC4324006,0.000813367123081,0.002132822948971,0.38135707582935,0.000756261782925,0.004980147283402,0.151855304650404,0.000835514145562,0.007625131891881,0.109573730318184,0.000482096792467,0.001031616442292,0.467321741592453,0.000723942903313,0.002509586995622,0.288470933494454
gene-LOC4324008,0.002132071984017,0.003530386406767,0.603920290405051,0.00102326284976,NA,NA,0.0009474844182,NA,NA,0.001908771010452,0.003368225041247,0.566699370462771,0.000550959537221,NA,NA
gene-LOC4324010,0.009416649530188,0.02562977816769,0.367410496828226,0.000177589620357,0.001159721373666,0.153131281693294,0.003739374913754,0.009269866528696,0.403390372685303,0.014295476315161,0.031631282681373,0.451941088167746,0.001045885117386,0.005121678271536,0.20420750034199
gene-LOC4324011,0.004568014862939,0.034428557411384,0.132680983648423,0.000652226625571,NA,1.63163541412969,0.000487762364037,0.003943836903899,0.123677113410852,0.003636012462496,0.022949997000084,0.158431936286639,0.001549108008197,0.010704605583538,0.144714160284354
gene-LOC4324012,0.004507671600817,0.015357823540525,0.293509792512083,0.000303524083097,NA,NA,0.00058051711235,0.003452161596387,0.168160468779132,0.003361655958985,0.011332694387995,0.296633425723239,0.001815481128597,0.004091880615755,0.443678909303177
gene-LOC4324013,0.001899301356457,0.01464921367958,0.129652102699877,0.000513171399247,NA,NA,0.000723201039197,0.001292778396237,0.559416092736623,0.002471384262723,0.015527837021606,0.159158307707925,0.00115993576311,0.008836306820708,0.131269294587131
gene-LOC4324015,0.005148039759672,0.043358890052982,0.118730893557957,0.003460129741976,0.036200254472913,0.095583022615623,0.001032997677602,0.016886389213571,0.061173390269331,0.002605984833257,0.026489574478441,0.098377753684884,0.003885289695476,0.034242564632773,0.113463747156296
gene-LOC4324016,0.002920573494181,0.007661596790294,0.381196449528768,0.001963780535652,0.001572726264282,1.24864738400487,0.001093735651087,NA,1.95528053867166,0.001201296474848,0.004986686569076,0.240900738036593,0.002834951822546,0.006120953843506,0.463155236100006
gene-LOC4324017,0.00052963217531,NA,0.821619272095554,0.00038185315631,NA,NA,0.000228919061571,NA,0.432258256320437,0.000498152276779,0.001183852773913,0.420789043837582,0.000314102403466,NA,NA
gene-LOC4324018,0.000309697076368,0.001711925236348,0.180905725198967,0,NA,NA,0.000621501022078,0.004574312867227,0.135867624300623,0.00115398269592,0.004444432770074,0.259646788604938,0,NA,NA
gene-LOC4324019,0.000677974455149,0.004674079587713,0.1450498311862,0.000182720857826,NA,0.783872480075012,9.37601986754568E-05,0.004196293274274,0.022343576234354,0.000141242442653,0.002469922107942,0.057184978505449,0.001264470570559,0.001310464159617,0.964902825674339
gene-LOC4324022,0.001097810545638,0.002430713950663,0.451641191814504,0.000115028209403,NA,NA,0.001062110462975,0.002425527147127,0.437888507755237,0.000459952066537,0.001156079048999,0.39785520456815,0.000590289084805,NA,0.849361573958965
gene-LOC4324023,0.000592883887612,0.005934500042477,0.099904605841794,0,NA,0,0.000444192372941,0.005464276612013,0.081290242877603,0.000141162830384,0.003605046300229,0.039157008988978,0.000251833865312,0.003308157903372,0.076125104262793
gene-LOC4324024,0,0.001110580367805,0,0.000379197996238,NA,NA,0,0.005717697635539,0,0,0.002171005493193,0,0,NA,NA
gene-LOC4324025,0.001194260231041,0.00305426690398,0.39101370920937,0.000131553843522,NA,0.450078836603254,0.000801060200232,0.002532356087634,0.31632999961707,0.000433653576441,0.001005149015875,0.431432125577312,0.000558373625932,0.001699019772516,0.328644571984726
gene-LOC4324026,0.000857187015262,0.006315327865301,0.135731197737423,3.42149382420365E-05,NA,0.068124979397337,0.00054491926625,0.004701177002336,0.115911242222879,0.000536165108273,0.00176161725228,0.304359592061799,0.000346240143849,0.003494751642448,0.099074320373244
gene-LOC4324027,0,0.001323110996596,0,0.000236148570164,NA,0.944508055355127,0,NA,0,7.97408932130149E-05,0.001847028081652,0.043172539716708,0.000100956393568,0.001987501572651,0.050795629526854
gene-LOC4324028,0.001757577902445,0.003713318529434,0.473317300552872,0.000129650095432,NA,0.132980835798296,0.001669385504709,0.002561383522022,0.65175148132115,0.000952627760809,0.002883959000739,0.330319453419746,0.001018389869324,0.003591475414858,0.283557522101009
gene-LOC4324029,6.5733254453428E-05,NA,NA,0,NA,NA,0,0.001340128680327,0,0,NA,0,6.57318141980718E-05,NA,NA
gene-LOC4324030,0.00119002985107,0.004894352691855,0.243143460635755,4.20875420875421E-05,NA,NA,0.000882264877653,0.004409853170348,0.200066724122618,0.001914936048538,0.00351034970694,0.545511475609409,0.000236542641606,0.001377513030529,0.171717171717172
gene-LOC4324031,0.001976628963336,0.003514160879561,0.56247537636443,2.8328611898017E-05,NA,0.156370305803734,0.000961581960196,0.002289255000114,0.4200414371261,0.00215111010147,0.005264488419429,0.408607623398161,0.000375101989819,0.001157653230606,0.324019300341077
gene-LOC4324032,0.000788822478155,0.002944561023489,0.26789136712148,0,0.001232239656268,0,0.000682140409388,0.002558910236413,0.266574575255328,0.000782922370074,0.003084387654258,0.253833972196396,0.00031876097935,0.001582983418641,0.201367225705667
gene-LOC4324035,0,0.00146857028323,0,0,NA,NA,0,0.0034309039609,0,5.27802087750482E-05,0.003338395596602,0.015810052238498,0.00010623637701,0.0025798859288,0.041178710974889
gene-LOC4324036,0.001674440498,0.003668873844472,0.456390862422928,1.18371095356795E-05,NA,NA,0.001573484889827,0.002649478042164,0.593884857615813,0.001193305074738,0.004003619484676,0.298056565891343,0.000500887228155,0.001065029856293,0.470303461630765
gene-LOC4324037,0,NA,NA,0,NA,NA,0.000490965652205,NA,NA,0.000307165790657,NA,NA,0,NA,NA
gene-LOC4324038,0.001679393225029,0.002974871351839,0.564526336236864,4.05183649489131E-05,NA,0.273897393993828,0.001377097152975,0.002933279180487,0.469473605559085,0.000863986340105,NA,0.997684156734827,0.000495903348591,0.001127798596153,0.439709138034715
gene-LOC4324039,0.001571287196006,0.005069396352239,0.309955483222749,0,NA,0,0.001412924245223,0.004359479095356,0.32410391570126,0.000731600113839,0.002326198298202,0.314504620867699,0.000502886303619,0.001961367382865,0.256395771650201
gene-LOC4324040,0.0003204210262,0.001664881619173,0.192458744519845,0,NA,NA,0,0.001724029710221,0,0.000426803879997,0.001017122965144,0.419618762551753,2.52399371525565E-05,NA,0.035429301634196
gene-LOC4324045,0.001330708001344,0.002457010217914,0.541596445811249,0,NA,NA,0.002232407913174,0.003660798542189,0.609814467375444,0.001922887764845,0.00290271365295,0.66244486874938,0.001028518161159,0.00189454360627,0.542884395880429
gene-LOC4324047,3.36927223719677E-05,NA,0.297843665768196,0,NA,NA,0.000129647183387,NA,NA,0.000100222091444,NA,NA,3.36931007760645E-05,NA,0.049643040315667
gene-LOC4324048,0,NA,0,0,NA,NA,0,0.004705558613099,0,0,0.001105629373378,0,0,NA,NA
gene-LOC4324049,0,0.003019572854514,0,0,NA,NA,6.90476958024092E-05,0.00577074127309,0.011965134552886,0,0.004112529972676,0,0,NA,0
gene-LOC4324050,0.000414554565171,0.003902732796119,0.106221611067766,4.21214902583253E-05,NA,0.633479132491707,0.000340255584152,0.00369852687125,0.091997596880293,0.000598536933726,0.002463595403082,0.242952610228693,0.000119891061149,0.00112091207909,0.106958487990102
gene-LOC4324051,0.001678903071414,0.002809412324908,0.597599382806619,0,NA,0,0.0008690014291,NA,1.99088227406811,0.000997134052863,0.001519379078551,0.656277335221849,0.000443538333415,0.003937118276193,0.11265557758255
gene-LOC4324053,0.004120757612947,0.012021264678754,0.342789026202047,2.36703197860203E-05,NA,0.03884988569165,0.001153625627764,0.005628672657885,0.204955181777688,0.001835322096639,0.00554665252533,0.3308882408367,0.00469015156852,0.013798014654232,0.339914957771262
gene-LOC4324055,0.003264345725458,0.01078312562541,0.302727227601393,8.69110194119383E-05,NA,0.190023701359252,0.001408794146519,0.004183540835259,0.336746837665658,0.001786775273046,0.005974424710514,0.299070682052781,0.00341330449799,0.011919836588285,0.286354974139927
gene-LOC4324056,0.000267684334192,NA,0.288187467055913,0.000118021306965,NA,0.977392949263766,0.000480420293846,NA,0.671807295127834,0.000271610679042,NA,0.479368111653282,0.000400717526882,0.001346072384868,0.297693891789839
gene-LOC4324057,0.015561909837376,0.037828482486416,0.411380759007818,0.018550158309488,0.044149530056816,0.420166608469361,0.012811595807815,0.032589483860387,0.393120549644169,0.004051610626307,0.010629974039148,0.381149625708017,0.017865047557025,0.044090030064168,0.405194723864432
gene-LOC4324058,0.002325943365515,0.006565994372748,0.354240840529548,0.000344403924925,NA,0.3860397762625,0.000713482934438,0.001537060957787,0.464186492294554,0.001482638682173,0.003420958087776,0.433398669066078,0.002498876828673,0.007972359106248,0.313442582724875
gene-LOC4324059,0.003723781112099,0.016857559414596,0.220896810772923,0.000123330209551,NA,0.169163476554402,0.001929492684094,0.005160041925341,0.373929652512855,0.002385937584616,0.009500999523253,0.251124903098511,0.004043885219875,0.017364313778202,0.232884827556607
gene-LOC4324060,0.001282864493874,0.005641164180315,0.227411302502216,0.000727866153502,0.002336466307891,0.311524352413589,0.000240455782853,0.002222769650572,0.108178453305477,0.000168964109207,0.002387808531867,0.070761163197203,0.001564984464697,0.005354765052563,0.292260155083416
gene-LOC4324061,0.00012707117244,NA,0.138205070390544,8.58163183304985E-05,NA,0.246984205644279,0.000690552463267,NA,1.72694845323726,8.58150752057739E-05,NA,0.107631738049909,0,0.001206571505521,0
gene-LOC4324062,0,NA,0,0,NA,0,6.44889878878705E-05,0.001445535793882,0.044612515415247,6.44899199510865E-05,NA,0.248100094296952,0.000130075660676,0.001118936352267,0.11624938309705
gene-LOC4324064,0,NA,NA,0,NA,NA,0.000342174317818,NA,NA,0.000231047216572,NA,NA,0,NA,NA
gene-LOC4324065,0.000929566240474,NA,NA,0.000210420700032,NA,NA,0.000380562326142,NA,NA,0.0001696414946,NA,NA,0.001623853031518,NA,NA
gene-LOC4324066,0.000610264402869,0.003476304345345,0.175549762691441,0.000212374810844,NA,0.327415367538105,0.000732956873319,0.004029681230731,0.181889541964054,0.000489865496192,0.001523523676314,0.321534547711999,0.000584937254669,0.004556526574712,0.128373497899777
gene-LOC4324067,0.002430746368779,0.00533536680772,0.455591237937463,0.002778569190093,0.005214838213273,0.532819826130107,0.002675297880775,0.006258538715178,0.427463662449988,0.002856599821116,0.006624957865003,0.431187621012056,0.003571412258081,0.007994128344547,0.446754430771265
gene-LOC4324068,0.003080527137841,0.008210783173302,0.375180670688953,0.00031018204886,0.001849953738562,0.167670165147656,0.000686915258416,0.002757507177229,0.249107332915869,0.000194350690993,NA,0.328821900953554,0.004221412689348,0.012448416021276,0.339112436645215
gene-LOC4324069,0.025823199438693,0.072908406191416,0.354186859755181,0.010198650269483,0.024865531265707,0.410152116216721,0.008216184018907,0.028325837010719,0.290059708237337,0.00539546783784,0.01629739893617,0.331063126022245,0.029837629753457,0.085282944733357,0.349866316726594
gene-LOC4324072,0.001859646620505,NA,NA,0.001301169673031,NA,NA,0.000946138965059,NA,NA,0.000513013839714,NA,1.71638207253805,0.002623366225812,NA,NA
gene-LOC4324073,0.002364345916512,NA,NA,0.000376961350047,NA,NA,0.00134122346957,NA,NA,0.001863611819967,NA,NA,0.002587027113002,NA,NA
gene-LOC4324074,0.001935089000288,0.002526275708211,0.765984882013671,0.001414327133866,0.005416833994392,0.261098482126309,0.001949749065398,0.004539106251934,0.429544707081251,0.000609508563595,NA,1.09385534564129,0.002094420633794,NA,NA
gene-LOC4324077,0.00088684022502,0.003335853701783,0.265851054722711,0.001209859089557,0.003968818580349,0.304841117088984,0.001713959726574,0.003201240388942,0.535404880087929,0.000384951036893,0.001477071762293,0.260617694224377,0.000308805673722,0.003437015759001,0.089847034571662
gene-LOC4324078,0.000226154499052,0.00346464916163,0.065274862908683,0.000432050065104,NA,NA,0.000160273050214,0.001386455314109,0.11559914595407,6.13563811324669E-05,NA,0.070035840153293,0.000277681269625,0.003880704275961,0.071554349385734
gene-LOC4324079,0.002527040291436,0.004982183873626,0.507215380952284,0.00478207260478,0.010934417552808,0.437341319890596,0.002174385499577,0.005281173303903,0.411723943611206,0.00134679055002,0.002976614016232,0.452457235864455,0.00250407538242,0.004844046006498,0.516938810874287
gene-LOC4324080,0.000556588828659,0.001887280080489,0.294915860350274,0.000129984391896,0.003788325062672,0.034311836958469,0.000791272757103,NA,0.964016831493798,0.000100473719335,NA,0.122678397353442,0.000682145392851,0.002443147515507,0.279207615799356
gene-LOC4324081,0.002867976039343,0.02932912252339,0.097785947638071,0.001793888288527,0.042210531619839,0.042498595011395,0.002068700253303,0.02927114304992,0.070673709249248,0.002044035149547,0.023331547453831,0.087608211739584,0.002901574122257,0.020907518731533,0.138781371405936
gene-LOC4324082,0.005062819493756,0.01152990041624,0.439103488406999,0.007498391653174,0.018207061433032,0.411839751337924,0.005541050892881,0.01472247832537,0.37636672103858,0.002775421652298,0.006729849170241,0.412404733314177,0.004143223252625,0.008677781030033,0.477451924436174
gene-LOC4324083,0.001057464716001,NA,1.07366091545417,0.000171125540586,0.002827300884122,0.060526115754682,0.000651798742325,NA,0.96717070616858,0,0.001019157201306,0,0.001181388541123,NA,1.19801135196246
gene-LOC4324084,0.002019903658554,0.002201289642468,0.917600128391002,0.000782486179841,0.00166277187399,0.470591421517931,0.000909357454444,NA,1.92258727535085,0.000727374721855,0.001078094581792,0.674685444244955,0.001476143666824,0.001935938233199,0.762495229191522
gene-LOC4324085,0.001456391474736,NA,NA,0.000504887032319,NA,1.49428894163018,0.001113770667505,NA,NA,0.000717372375609,NA,NA,0.001474081057995,NA,NA
gene-LOC4324086,0.003503057187139,NA,NA,0.000734592239054,NA,0.822340501029026,0.000757003527703,NA,0.847428855297709,0.001888525928951,NA,NA,0.004450255479935,NA,NA
gene-LOC4324087,0.001046593220137,0.004324792793233,0.241998465631715,9.27720282026965E-05,0.001080308748578,0.085875476177331,0.001222649462355,0.003872165446736,0.31575341476845,0.00050902488434,0.002380283925149,0.213850490255125,0.001022807010589,0.005126765377244,0.199503377924925
gene-LOC4324088,0.001077900746716,0.00221844101337,0.485882085761997,0.00015844350732,NA,NA,0.000774624708708,0.001763470325271,0.439261550141875,0.000519542964109,0.001074336766794,0.483594139349076,0.000909819889897,0.003234316323362,0.281302074050347
gene-LOC4324089,0.003194467453475,0.004666179938238,0.684600143105783,0.000801182116788,0.00104054381821,0.76996480375604,0.005420989491376,0.005905177223354,0.918006231876713,0.003311179358517,0.007201048394461,0.459819067604594,0.000377696483106,NA,NA
gene-LOC4324091,0.00034359973752,0.005150510740803,0.066711779629492,0.000192817291668,0.002530344424574,0.076201994398592,0.000717654453128,0.00188641275408,0.380433418707506,0.000669413991821,0.005322646690087,0.125767128798571,0.001011896387217,0.003342093727928,0.302773192373647
gene-LOC4324092,0.002220414702034,0.009435400558735,0.235328080478632,0.000424294513907,0.005821983357157,0.07287800185579,0.001308630529241,0.003861213216969,0.338916929914711,0.002791698710381,0.010061724127997,0.277457290109284,0.000995180168716,0.00590898936867,0.168417999530043
gene-LOC4324094,0.002189067792175,0.00861575701139,0.254077243506372,0.000956795333629,0.004661982866792,0.205233558545395,0.000507755375574,0.001294128930987,0.392353005497492,0.002416294812251,0.005827137611716,0.414662390569473,0.001108538296877,0.007773798529755,0.142599308772183
gene-LOC4324096,0.019407247413616,0.024025407919572,0.807780141697664,0.003931178015973,0.004099109407514,0.959032225089401,0.006527694881481,0.007684236575972,0.84949165957401,0.017908686204657,0.022648758501738,0.79071381344292,0.014010695965895,0.0165319617928,0.847491431537037
gene-LOC4324098,0.006825615303684,0.021948465276965,0.310983716517419,0.002875200038828,0.008579607949143,0.335120212470217,0.002533007401557,0.008807102775083,0.287609610815816,0.008271798235851,0.028225814709759,0.29305790890037,0.006617183564507,0.023023993116767,0.287403819613222
gene-LOC4324100,0.002816026856027,0.003606552968936,0.780808400786698,0.001768795722236,0.002232621754988,0.79225050919784,0.000858405818575,0.002832915929103,0.303011398875747,0.002051811454642,0.004967283870919,0.413065068951379,0.00309502287067,0.004173300620451,0.741624711985223
gene-LOC4324101,0.003280936541145,0.0046714559175,0.70233704418661,0.002755569104993,0.002353415072892,1.17088104717805,0.003400075760414,0.00332108542431,1.02378449392659,0.00322369205635,0.003877087107531,0.831472692498406,0.003829443075592,0.004274278663603,0.895927331130955
gene-LOC4324102,0.000830288117903,0.005710343287104,0.145400736200634,0.000881629481732,0.003100855815405,0.284318115454555,0.000738950529033,0.003105263389449,0.237967101774267,0.000444088057904,0.002602237764586,0.170656219023275,0.001204602210379,0.00841918362109,0.143078267988016
gene-LOC4324105,0.000584374876764,NA,NA,0.000926771421807,NA,NA,6.4871024841905E-05,NA,NA,0.000817197167181,NA,NA,0.000852695097508,NA,1.25260909823985
gene-LOC4324106,6.15781675133389E-05,0.002968622634866,0.020743009498787,0,NA,0,3.07879636561246E-05,NA,0.120262287925286,3.07870836342967E-05,0.001356628842189,0.022693814753804,3.11873005312236E-05,0.002154132244751,0.014477895035098
gene-LOC4324107,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
gene-LOC4324110,0.001912781587749,0.001204184034975,1.58844622764726,2.36406619385343E-05,NA,NA,0.002076247996621,0.00314206505508,0.660790900323403,0.001647470279022,NA,1.75485010857614,0.001121531794589,NA,NA
gene-LOC4324111,0.00084590808565,0.002151299440687,0.393207969867828,0,NA,0,0.001468344214923,0.002925393234438,0.501930543093335,0.002359175539639,0.004013814952776,0.587763902271493,0.000572771935529,0.001963884029057,0.291652626659394
gene-LOC4324112,0.003623191374478,0.004992359506535,0.725747288378279,0.000136533507767,NA,0.651727528936515,0.003890405497807,0.004669627745335,0.833129686128474,0.003061940461755,NA,NA,0.001416154184944,0.00288606710725,0.490686506002072
gene-LOC4324115,0,0.006158846655265,0,3.32108222999602E-05,0.00338506440849,0.009810986821009,0,NA,0,0,0.001229903016626,0,0.000199141478957,0.004850511468392,0.041055769119419
gene-LOC4324116,0.00185742042489,NA,NA,0.001014520034814,NA,NA,0.001081358364685,NA,1.69718710664808,0.001082270848824,NA,1.29702260242826,0.000876811306018,NA,1.8482604041767
gene-LOC4324117,0.000299726071947,0.001526647940758,0.196329529516767,0.000433406714364,NA,NA,0.000727504127683,NA,NA,0.000748611597538,0.001400795243133,0.534419003211463,0.000489693300645,NA,NA
gene-LOC4324118,0.000989144491907,0.001216962479831,0.812797853919692,0.000587843398519,NA,NA,0.000706965068976,0.001318170833425,0.536322797508184,0.000951522514402,0.001268095357135,0.750355648767715,0.000225731865031,0.001491943731109,0.151300521812124
gene-LOC4324119,0.00128313524871,0.001192448933048,1.07605048161758,0.000938737387405,NA,NA,0.000270376212082,NA,0.748503635517849,0,0.00106346699747,0,0.000985108157933,NA,NA
gene-LOC4324128,0.003761485475761,0.007662227586084,0.490912783978485,3.30243719865261E-05,NA,NA,0.001941037775903,0.002023661889372,0.9591709890358,0.001959870482302,NA,NA,0.000260850735691,NA,0.351357301688647
gene-LOC4324129,0.002574268047145,0.015163332147678,0.169769284354793,5.68828213879409E-05,NA,0.220705346985211,0.001675877715158,0.004499679527057,0.372443794070351,0.000837642434311,NA,NA,0.000380348949611,0.003019616632489,0.12595935044156
gene-LOC4324130,0,0.001334401956572,0,0,NA,NA,0.000116265021567,NA,0.228400747449507,3.94303195060695E-05,NA,NA,9.93347353095806E-05,0.00149634795254,0.066384783793749
gene-LOC4324132,0.003227690771007,NA,NA,0,NA,NA,0.002469819372262,NA,NA,0.002156497325556,NA,NA,0,NA,0
gene-LOC4324133,0.000100267379679,0.007147904633157,0.014027520626679,0,NA,NA,0.002786853819383,0.001410939109933,1.97517653296628,0,NA,NA,0.000198009580617,NA,NA
gene-LOC4324134,0.002185681142904,NA,NA,0,NA,NA,0.002593512149457,0.005008532205894,0.517818802563518,0.00259717530221,NA,NA,0,NA,NA
gene-LOC4324135,0.00059347068863,0.003670268886455,0.161696787616978,0,NA,0,5.52436297189481E-05,0.004252330551486,0.012991377093119,0.000110544987972,NA,0.119690148841037,8.32622749851783E-05,NA,0.096439833175938
gene-LOC4324136,0.00177248331083,NA,NA,9.04118258668234E-05,NA,NA,0.000346738265077,NA,NA,9.00941483850624E-05,NA,NA,0,NA,NA
gene-LOC4324137,0.000405449323497,NA,0.415724937066516,1.51867207313924E-05,NA,0.115344565690483,0.000684256245601,0.001551953042266,0.440900096179238,0.000288378814411,NA,0.502767153683077,0.000469412980358,0.001325287960604,0.354196970252567
